Age,Churn,Contract Length_Monthly,Contract Length_Quarterly,CustomerID,Gender_Male,Last Interaction,Payment Delay,Subscription Type_Premium,Subscription Type_Standard,Support Calls,Tenure,Total Spend,Usage Frequency,Tenure_Age_Ratio,Spend_per_Usage,Support_Calls_per_Tenure,Spending_Group,Tenure_Group
32,0.0,0,0,359782,1,6,10.0,1,0,3,54,676.42,9.0,1.6363636363636365,67.642,0.05454545454545454,1,3
32,0.0,0,0,359783,0,10,16.0,0,0,1,33,542.49,4.0,1.0,108.498,0.029411764705882353,0,2
44,0.0,0,0,359784,0,10,0.0,0,0,3,50,752.78,6.0,1.1111111111111112,107.53999999999999,0.058823529411764705,2,3
37,0.0,0,0,359785,0,6,15.0,0,0,0,58,756.25,16.0,1.5263157894736843,44.48529411764706,0.0,2,3
45,0.0,0,0,359786,1,20,15.0,0,1,2,36,708.55,27.0,0.782608695652174,25.30535714285714,0.05405405405405406,1,2
45,0.0,0,0,359787,0,5,7.0,0,1,3,48,774.26,30.0,1.0434782608695652,24.976129032258065,0.061224489795918366,2,3
41,0.0,0,1,359788,1,17,13.0,0,0,2,45,504.14,4.0,1.0714285714285714,100.828,0.043478260869565216,0,3
43,0.0,0,1,359789,1,1,9.0,1,0,4,52,761.09,21.0,1.1818181818181819,34.595,0.07547169811320754,2,3
26,0.0,0,0,359790,0,11,12.0,0,1,0,39,974.26,21.0,1.4444444444444444,44.28454545454545,0.0,3,3
49,0.0,0,1,359791,1,17,19.0,0,1,1,31,635.21,10.0,0.62,57.74636363636364,0.03125,1,2
25,0.0,0,0,359792,1,29,2.0,1,0,2,5,950.44,18.0,0.19230769230769232,50.02315789473685,0.3333333333333333,3,0
35,0.0,0,1,359793,1,4,16.0,1,0,2,50,653.09,14.0,1.3888888888888888,43.53933333333334,0.0392156862745098,1,3
26,0.0,0,1,359794,1,11,15.0,0,1,0,56,879.28,3.0,2.074074074074074,219.82,0.0,3,3
48,0.0,0,0,359795,0,1,4.0,0,0,0,12,918.48,15.0,0.24489795918367346,57.405,0.0,3,0
41,0.0,0,0,359796,1,13,5.0,0,1,1,3,883.57,15.0,0.07142857142857142,55.223125,0.25,3,0
50,0.0,0,1,359797,1,28,13.0,1,0,1,1,860.52,21.0,0.0196078431372549,39.11454545454546,0.5,2,0
24,0.0,0,1,359798,1,25,19.0,0,0,1,49,832.97,27.0,1.96,29.74892857142857,0.02,2,3
32,0.0,0,0,359799,0,5,16.0,0,0,1,46,623.34,10.0,1.393939393939394,56.66727272727273,0.02127659574468085,0,3
22,0.0,0,0,359800,1,28,4.0,0,1,1,39,659.38,10.0,1.6956521739130435,59.943636363636365,0.025,1,3
50,0.0,0,0,359801,1,28,0.0,0,1,5,47,882.97,22.0,0.9215686274509803,38.39,0.10416666666666667,3,3
37,0.0,0,1,359802,0,4,0.0,0,0,1,31,963.46,1.0,0.8157894736842105,481.73,0.03125,3,2
44,0.0,0,0,359803,0,9,17.0,1,0,2,60,538.09,8.0,1.3333333333333333,59.787777777777784,0.03278688524590164,0,3
50,0.0,0,0,359804,1,22,19.0,0,1,1,42,839.48,23.0,0.8235294117647058,34.97833333333333,0.023255813953488372,2,3
33,0.0,0,1,359805,1,19,5.0,0,0,2,35,715.27,24.0,1.0294117647058822,28.610799999999998,0.05555555555555555,1,2
46,0.0,0,0,359806,1,7,10.0,0,0,1,15,991.79,18.0,0.3191489361702128,52.199473684210524,0.0625,3,1
45,0.0,0,1,359807,0,14,20.0,1,0,1,56,568.26,2.0,1.2173913043478262,189.42,0.017543859649122806,0,3
