Age,Churn,Contract Length_Monthly,Contract Length_Quarterly,CustomerID,Gender_Male,Last Interaction,Payment Delay,Subscription Type_Premium,Subscription Type_Standard,Support Calls,Tenure,Total Spend,Usage Frequency,Tenure_Age_Ratio,Spend_per_Usage,Support_Calls_per_Tenure,Spending_Group,Tenure_Group
59,1.0,1,0,90619,0,13,21.0,0,0,0,40,244.0,16.0,0.6666666666666666,14.352941176470589,0.0,0,3
24,1.0,0,1,90621,1,15,28.0,1,0,6,24,965.0,24.0,0.96,38.6,0.24,3,1
26,1.0,0,0,90623,1,18,27.0,1,0,8,42,231.0,11.0,1.5555555555555556,19.25,0.18604651162790697,0,3
31,1.0,0,1,90624,0,26,20.0,0,1,8,34,665.0,2.0,1.0625,221.66666666666666,0.22857142857142856,2,2
41,1.0,0,0,90625,0,4,6.0,1,0,0,55,166.0,2.0,1.3095238095238095,55.333333333333336,0.0,0,3
30,1.0,0,1,90626,0,10,27.0,0,1,6,44,238.0,14.0,1.4193548387096775,15.866666666666667,0.13333333333333333,0,3
41,1.0,1,0,90627,1,13,1.0,0,1,1,7,497.0,10.0,0.16666666666666666,45.18181818181818,0.125,1,0
30,1.0,0,1,90628,0,4,1.0,1,0,8,26,870.0,28.0,0.8387096774193549,30.0,0.2962962962962963,3,2
23,1.0,0,0,90629,0,5,26.0,0,1,4,8,530.0,28.0,0.3333333333333333,18.275862068965516,0.4444444444444444,1,0
22,1.0,0,1,90630,0,2,11.0,0,1,10,57,195.0,7.0,2.4782608695652173,24.375,0.1724137931034483,0,3
21,1.0,0,0,90631,1,26,28.0,0,1,6,59,311.0,20.0,2.6818181818181817,14.80952380952381,0.1,0,3
25,1.0,0,1,90632,1,18,28.0,0,0,1,24,848.0,1.0,0.9230769230769231,424.0,0.04,3,1
23,1.0,1,0,90633,1,12,22.0,0,1,9,11,417.0,18.0,0.4583333333333333,21.94736842105263,0.75,1,0
61,1.0,1,0,90634,1,23,21.0,1,0,2,13,587.0,8.0,0.20967741935483872,65.22222222222223,0.14285714285714285,2,1
31,1.0,0,0,90635,1,17,25.0,0,0,9,43,921.0,29.0,1.34375,30.7,0.20454545454545456,3,3
46,1.0,1,0,90636,0,15,1.0,1,0,5,14,731.0,4.0,0.2978723404255319,146.2,0.3333333333333333,2,1
62,1.0,0,0,90637,0,18,5.0,0,1,0,40,290.0,19.0,0.6349206349206349,14.5,0.0,0,3
