CustomerID,Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Gender_Male,Subscription Type_Premium,Subscription Type_Standard,Contract Length_Monthly,Contract Length_Quarterly,Tenure_Age_Ratio,Spend_per_Usage,Support_Calls_per_Tenure,Spending_Group,Tenure_Group
13855,28,9,6.0,2,18.0,277.0,27,0.0,0,1,0,0,1,0.3103448275862069,39.57142857142857,0.2,0,0
13856,62,27,25.0,5,11.0,237.0,1,0.0,0,0,0,0,1,0.42857142857142855,9.115384615384615,0.17857142857142858,0,2
13857,52,39,5.0,3,16.0,925.0,11,0.0,1,1,0,1,0,0.7358490566037735,154.16666666666666,0.075,3,3
13858,21,37,24.0,3,5.0,143.0,25,0.0,1,1,0,0,1,1.6818181818181819,5.72,0.07894736842105263,0,3
13859,26,51,8.0,9,28.0,832.0,9,1.0,0,0,0,1,0,1.8888888888888888,92.44444444444444,0.17307692307692307,3,3
13860,57,3,19.0,7,20.0,654.0,1,0.0,1,0,0,0,0,0.05172413793103448,32.7,1.75,2,0
13861,46,49,16.0,2,1.0,810.0,4,0.0,0,1,0,0,0,1.0425531914893618,47.64705882352941,0.04,3,3
13862,56,6,19.0,9,12.0,246.0,24,0.0,0,1,0,0,0,0.10526315789473684,12.3,1.2857142857142858,0,0
13863,61,28,16.0,7,14.0,186.0,18,0.0,0,0,1,1,0,0.45161290322580644,10.941176470588236,0.2413793103448276,0,2
13864,51,49,25.0,9,17.0,706.0,3,1.0,0,1,0,0,1,0.9423076923076923,27.153846153846153,0.18,2,3
13865,55,25,6.0,2,9.0,586.0,14,0.0,0,0,0,1,0,0.44642857142857145,83.71428571428571,0.07692307692307693,2,2
13866,48,33,18.0,5,1.0,742.0,19,0.0,1,0,1,0,1,0.673469387755102,39.05263157894737,0.14705882352941177,2,2
13867,59,44,18.0,4,18.0,764.0,20,0.0,0,0,1,0,0,0.7333333333333333,40.21052631578947,0.08888888888888889,2,3
13868,19,10,17.0,2,1.0,943.0,4,0.0,1,0,0,0,1,0.5,52.388888888888886,0.18181818181818182,3,0
