Age,Churn,Contract Length_Monthly,Contract Length_Quarterly,CustomerID,Gender_Male,Last Interaction,Payment Delay,Subscription Type_Premium,Subscription Type_Standard,Support Calls,Tenure,Total Spend,Usage Frequency,Tenure_Age_Ratio,Spend_per_Usage,Support_Calls_per_Tenure,Spending_Group,Tenure_Group
51,1.0,1,0,136602,0,9,8.0,1,0,9,23,346.0,22.0,0.4423076923076923,15.043478260869565,0.375,1,1
59,1.0,1,0,136603,0,23,5.0,0,0,7,39,480.0,17.0,0.65,26.666666666666668,0.175,1,3
39,1.0,0,1,136604,1,29,12.0,0,1,4,4,777.0,1.0,0.1,388.5,0.8,3,0
54,1.0,0,0,136605,1,8,2.0,0,0,2,20,673.0,24.0,0.36363636363636365,26.92,0.09523809523809523,2,1
65,1.0,1,0,136606,0,26,6.0,0,1,8,13,946.0,24.0,0.19696969696969696,37.84,0.5714285714285714,3,1
45,1.0,1,0,136607,0,8,18.0,0,0,7,46,788.0,29.0,1.0,26.266666666666666,0.14893617021276595,3,3
43,1.0,0,1,136608,0,19,28.0,0,1,5,34,617.0,5.0,0.7727272727272727,102.83333333333333,0.14285714285714285,2,2
41,1.0,0,0,136609,0,26,18.0,1,0,0,50,373.0,14.0,1.1904761904761905,24.866666666666667,0.0,1,3
25,1.0,0,1,136610,0,26,18.0,1,0,1,10,117.0,10.0,0.38461538461538464,10.636363636363637,0.09090909090909091,0,0
50,1.0,1,0,136611,1,2,26.0,0,0,8,23,968.0,3.0,0.45098039215686275,242.0,0.3333333333333333,3,1
35,1.0,0,0,136612,1,16,8.0,0,1,7,55,589.0,2.0,1.5277777777777777,196.33333333333334,0.125,2,3
38,1.0,1,0,136613,1,23,21.0,0,1,2,8,812.0,26.0,0.20512820512820512,30.074074074074073,0.2222222222222222,3,0
49,1.0,0,0,136615,1,5,29.0,0,1,5,14,527.0,15.0,0.28,32.9375,0.3333333333333333,1,1
21,1.0,0,0,136616,1,4,22.0,0,0,5,55,740.0,17.0,2.5,41.111111111111114,0.08928571428571429,2,3
40,1.0,1,0,136617,0,11,19.0,1,0,3,45,203.0,6.0,1.0975609756097562,29.0,0.06521739130434782,0,3
25,1.0,0,0,136618,0,30,13.0,1,0,10,13,694.0,6.0,0.5,99.14285714285714,0.7142857142857143,2,1
29,1.0,0,1,136619,0,21,30.0,0,0,7,57,183.0,14.0,1.9,12.2,0.1206896551724138,0,3
51,1.0,1,0,136620,0,26,25.0,0,0,2,33,192.0,27.0,0.6346153846153846,6.857142857142857,0.058823529411764705,0,2
