Age,Churn,Contract Length_Monthly,Contract Length_Quarterly,CustomerID,Gender_Male,Last Interaction,Payment Delay,Subscription Type_Premium,Subscription Type_Standard,Support Calls,Tenure,Total Spend,Usage Frequency,Tenure_Age_Ratio,Spend_per_Usage,Support_Calls_per_Tenure,Spending_Group,Tenure_Group
57,1.0,0,0,44610,1,4,9.0,1,0,7,60,469.0,11.0,1.0344827586206897,39.083333333333336,0.11475409836065574,1,3
55,1.0,0,0,44611,1,28,19.0,1,0,10,38,927.0,28.0,0.6785714285714286,31.96551724137931,0.2564102564102564,3,3
32,1.0,0,0,44612,1,17,27.0,0,1,4,56,194.0,17.0,1.696969696969697,10.777777777777779,0.07017543859649122,0,3
55,1.0,1,0,44613,0,4,5.0,1,0,8,60,945.0,24.0,1.0714285714285714,37.8,0.13114754098360656,3,3
47,1.0,0,1,44614,1,1,23.0,0,1,2,18,612.0,25.0,0.375,23.53846153846154,0.10526315789473684,2,1
29,1.0,0,1,44615,1,20,24.0,0,0,9,10,762.0,5.0,0.3333333333333333,127.0,0.8181818181818182,2,0
42,1.0,0,0,44617,0,15,22.0,0,1,10,58,401.0,1.0,1.3488372093023255,200.5,0.1694915254237288,1,3
38,1.0,1,0,44619,0,21,13.0,0,0,8,14,717.0,23.0,0.358974358974359,29.875,0.5333333333333333,2,1
23,1.0,0,0,44620,0,4,21.0,0,1,0,54,605.0,23.0,2.25,25.208333333333332,0.0,2,3
27,1.0,0,0,44621,0,15,22.0,0,1,4,58,234.0,2.0,2.0714285714285716,78.0,0.06779661016949153,0,3
20,1.0,1,0,44622,1,18,6.0,0,1,5,36,481.0,7.0,1.7142857142857142,60.125,0.13513513513513514,1,2
30,1.0,1,0,44623,0,3,27.0,0,0,9,8,695.0,14.0,0.25806451612903225,46.333333333333336,1.0,2,0
64,1.0,0,0,44624,0,13,2.0,0,1,9,14,124.0,21.0,0.2153846153846154,5.636363636363637,0.6,0,1
51,1.0,0,1,44626,1,6,15.0,0,0,8,40,998.0,5.0,0.7692307692307693,166.33333333333334,0.1951219512195122,3,3
64,1.0,1,0,44627,1,30,17.0,1,0,1,36,140.0,19.0,0.5538461538461539,7.0,0.02702702702702703,0,2
62,1.0,0,0,44628,1,20,20.0,0,1,9,26,984.0,17.0,0.4126984126984127,54.666666666666664,0.3333333333333333,3,2
55,1.0,0,1,44629,1,23,29.0,1,0,8,19,197.0,8.0,0.3392857142857143,21.88888888888889,0.4,0,1
50,1.0,1,0,44631,0,27,25.0,0,0,0,3,342.0,28.0,0.058823529411764705,11.793103448275861,0.0,1,0
32,1.0,0,0,44632,0,28,16.0,1,0,9,13,213.0,23.0,0.3939393939393939,8.875,0.6428571428571429,0,1
30,1.0,0,0,44633,1,24,7.0,1,0,1,26,332.0,6.0,0.8387096774193549,47.42857142857143,0.037037037037037035,1,2
56,1.0,1,0,44634,0,20,3.0,0,0,4,10,253.0,8.0,0.17543859649122806,28.11111111111111,0.36363636363636365,0,0
57,1.0,1,0,44635,0,17,1.0,1,0,10,41,392.0,25.0,0.7068965517241379,15.076923076923077,0.23809523809523808,1,3
33,1.0,0,1,44636,0,28,16.0,0,1,8,7,944.0,25.0,0.20588235294117646,36.30769230769231,1.0,3,0
22,1.0,0,0,44638,1,13,20.0,1,0,9,57,642.0,4.0,2.4782608695652173,128.4,0.15517241379310345,2,3
44,1.0,0,1,44639,0,19,14.0,1,0,7,21,575.0,15.0,0.4666666666666667,35.9375,0.3181818181818182,2,1
56,1.0,1,0,44640,0,11,24.0,0,0,10,52,915.0,4.0,0.9122807017543859,183.0,0.18867924528301888,3,3
43,1.0,0,0,44641,1,14,15.0,0,0,5,25,735.0,3.0,0.5681818181818182,183.75,0.19230769230769232,2,2
