CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
90619.0,59.0,Female,40.0,16.0,0.0,21.0,Basic,Monthly,244.0,13.0,1.0
90621.0,24.0,Male,24.0,24.0,6.0,28.0,Premium,Quarterly,965.0,15.0,1.0
90623.0,26.0,Male,42.0,11.0,8.0,27.0,Premium,Annual,231.0,18.0,1.0
90624.0,31.0,Female,34.0,2.0,8.0,20.0,Standard,Quarterly,665.0,26.0,1.0
90625.0,41.0,Female,55.0,2.0,0.0,6.0,Premium,Annual,166.0,4.0,1.0
90626.0,30.0,Female,44.0,14.0,6.0,27.0,Standard,Quarterly,238.0,10.0,1.0
90627.0,41.0,Male,7.0,10.0,1.0,1.0,Standard,Monthly,497.0,13.0,1.0
90628.0,30.0,Female,26.0,28.0,8.0,1.0,Premium,Quarterly,870.0,4.0,1.0
90629.0,23.0,Female,8.0,28.0,4.0,26.0,Standard,Annual,530.0,5.0,1.0
90630.0,22.0,Female,57.0,7.0,10.0,11.0,Standard,Quarterly,195.0,2.0,1.0
90631.0,21.0,Male,59.0,20.0,6.0,28.0,Standard,Annual,311.0,26.0,1.0
90632.0,25.0,Male,24.0,1.0,1.0,28.0,Basic,Quarterly,848.0,18.0,1.0
90633.0,23.0,Male,11.0,18.0,9.0,22.0,Standard,Monthly,417.0,12.0,1.0
90634.0,61.0,Male,13.0,8.0,2.0,21.0,Premium,Monthly,587.0,23.0,1.0
90635.0,31.0,Male,43.0,29.0,9.0,25.0,Basic,Annual,921.0,17.0,1.0
90636.0,46.0,Female,14.0,4.0,5.0,1.0,Premium,Monthly,731.0,15.0,1.0
90637.0,62.0,Female,40.0,19.0,0.0,5.0,Standard,Annual,290.0,18.0,1.0
90638.0,47.0,Female,22.0,22.0,5.0,29.0,Standard,Monthly,956.0,15.0,1.0
90639.0,56.0,Female,40.0,11.0,3.0,28.0,Premium,Quarterly,667.0,10.0,1.0
90640.0,60.0,Female,7.0,15.0,6.0,2.0,Basic,Annual,924.0,24.0,1.0
90641.0,32.0,Female,6.0,10.0,2.0,26.0,Standard,Quarterly,347.0,18.0,1.0
90642.0,18.0,Female,40.0,23.0,2.0,20.0,Standard,Monthly,518.0,15.0,1.0
90643.0,37.0,Female,1.0,2.0,9.0,19.0,Standard,Quarterly,539.0,4.0,1.0
90644.0,28.0,Male,53.0,18.0,0.0,30.0,Basic,Annual,167.0,9.0,1.0
90645.0,32.0,Female,11.0,24.0,3.0,21.0,Premium,Quarterly,658.0,21.0,1.0
90646.0,26.0,Male,22.0,25.0,4.0,29.0,Basic,Quarterly,793.0,22.0,1.0
90647.0,59.0,Female,36.0,6.0,4.0,15.0,Basic,Annual,226.0,27.0,1.0
90648.0,24.0,Female,23.0,10.0,7.0,11.0,Standard,Annual,397.0,8.0,1.0
90649.0,52.0,Male,19.0,21.0,9.0,9.0,Basic,Monthly,768.0,22.0,1.0
90650.0,27.0,Male,7.0,4.0,0.0,9.0,Premium,Monthly,551.0,24.0,1.0
90651.0,58.0,Male,24.0,24.0,1.0,24.0,Premium,Monthly,366.0,21.0,1.0
90652.0,25.0,Male,2.0,19.0,1.0,28.0,Standard,Annual,260.0,10.0,1.0
90653.0,25.0,Male,58.0,20.0,1.0,2.0,Standard,Monthly,326.0,11.0,1.0
90654.0,26.0,Female,46.0,23.0,4.0,25.0,Standard,Monthly,512.0,28.0,1.0
90655.0,38.0,Male,21.0,6.0,6.0,6.0,Standard,Monthly,687.0,28.0,1.0
90656.0,31.0,Female,28.0,15.0,2.0,15.0,Basic,Monthly,911.0,30.0,1.0
90657.0,22.0,Female,4.0,12.0,9.0,26.0,Premium,Quarterly,172.0,6.0,1.0
90658.0,42.0,Male,59.0,15.0,6.0,23.0,Basic,Monthly,531.0,27.0,1.0
90660.0,44.0,Male,34.0,25.0,8.0,9.0,Premium,Annual,230.0,26.0,1.0
90661.0,23.0,Male,40.0,30.0,0.0,9.0,Basic,Annual,343.0,3.0,1.0
90662.0,59.0,Female,16.0,9.0,6.0,27.0,Basic,Monthly,740.0,8.0,1.0
90663.0,65.0,Male,16.0,10.0,0.0,6.0,Basic,Quarterly,410.0,10.0,1.0
90664.0,59.0,Male,47.0,3.0,4.0,14.0,Standard,Monthly,225.0,7.0,1.0
90665.0,19.0,Male,26.0,13.0,2.0,30.0,Premium,Annual,411.0,16.0,1.0
90667.0,48.0,Female,28.0,11.0,8.0,3.0,Premium,Monthly,422.0,24.0,1.0
90668.0,63.0,Female,22.0,29.0,3.0,23.0,Standard,Annual,407.0,14.0,1.0
90669.0,36.0,Female,42.0,13.0,8.0,7.0,Premium,Annual,157.0,22.0,1.0
90670.0,22.0,Female,56.0,25.0,0.0,13.0,Premium,Monthly,399.0,27.0,1.0
90671.0,44.0,Female,2.0,21.0,4.0,15.0,Standard,Annual,729.0,24.0,1.0
