CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
226127.0,40.0,Male,52.0,27.0,9.0,19.0,Basic,Annual,547.27,27.0,1.0
226128.0,27.0,Male,48.0,9.0,5.0,16.0,Basic,Monthly,135.89,17.0,1.0
226130.0,18.0,Male,11.0,12.0,4.0,6.0,Premium,Monthly,278.84,4.0,1.0
226131.0,32.0,Female,24.0,23.0,1.0,27.0,Standard,Quarterly,284.61,19.0,1.0
226132.0,65.0,Male,52.0,22.0,1.0,16.0,Premium,Annual,568.7,12.0,1.0
226133.0,21.0,Male,15.0,26.0,3.0,28.0,Basic,Quarterly,921.28,5.0,1.0
226134.0,54.0,Male,4.0,7.0,0.0,20.0,Basic,Monthly,898.69,29.0,1.0
226136.0,54.0,Female,11.0,28.0,0.0,17.0,Standard,Monthly,327.41,7.0,1.0
226137.0,36.0,Male,18.0,29.0,5.0,13.0,Basic,Monthly,900.48,16.0,1.0
226138.0,27.0,Female,58.0,15.0,9.0,4.0,Basic,Annual,932.91,2.0,1.0
226139.0,45.0,Male,35.0,25.0,7.0,26.0,Basic,Monthly,446.94,1.0,1.0
226140.0,31.0,Male,7.0,16.0,9.0,14.0,Premium,Quarterly,122.7,28.0,1.0
226142.0,56.0,Male,42.0,25.0,9.0,12.0,Basic,Monthly,938.29,23.0,1.0
226143.0,54.0,Male,13.0,23.0,3.0,2.0,Basic,Annual,952.83,11.0,1.0
226144.0,26.0,Female,3.0,6.0,7.0,12.0,Standard,Annual,383.9,18.0,1.0
226145.0,29.0,Female,30.0,13.0,5.0,6.0,Basic,Annual,701.75,28.0,1.0
226146.0,18.0,Female,32.0,22.0,6.0,19.0,Premium,Monthly,625.12,15.0,1.0
226147.0,41.0,Female,40.0,23.0,3.0,27.0,Premium,Monthly,876.38,27.0,1.0
226148.0,56.0,Female,30.0,21.0,5.0,20.0,Standard,Annual,185.77,25.0,1.0
226149.0,62.0,Female,55.0,4.0,2.0,10.0,Basic,Monthly,168.0,26.0,1.0
226150.0,46.0,Male,46.0,1.0,6.0,30.0,Standard,Annual,215.8,30.0,1.0
226151.0,51.0,Female,56.0,18.0,10.0,0.0,Premium,Annual,604.07,23.0,1.0
226152.0,49.0,Male,50.0,7.0,8.0,11.0,Premium,Monthly,570.18,23.0,1.0
226153.0,36.0,Male,26.0,10.0,8.0,7.0,Standard,Quarterly,526.85,18.0,1.0
226154.0,65.0,Female,32.0,17.0,4.0,10.0,Basic,Quarterly,431.64,16.0,1.0
226155.0,32.0,Female,46.0,19.0,9.0,7.0,Basic,Quarterly,665.14,30.0,1.0
226156.0,39.0,Female,31.0,26.0,10.0,24.0,Standard,Annual,191.47,20.0,1.0
226157.0,40.0,Female,47.0,11.0,6.0,5.0,Premium,Monthly,588.43,6.0,1.0
226158.0,51.0,Female,22.0,4.0,5.0,20.0,Premium,Annual,651.77,12.0,1.0
226159.0,50.0,Female,46.0,28.0,6.0,11.0,Premium,Annual,308.63,29.0,1.0
226160.0,29.0,Male,14.0,30.0,6.0,6.0,Premium,Annual,721.47,29.0,1.0
226161.0,40.0,Male,32.0,29.0,9.0,20.0,Basic,Quarterly,415.88,28.0,1.0
226162.0,61.0,Female,27.0,28.0,4.0,10.0,Standard,Quarterly,791.67,21.0,1.0
226163.0,62.0,Female,28.0,2.0,6.0,12.0,Standard,Annual,325.12,6.0,1.0
226164.0,34.0,Female,43.0,21.0,6.0,27.0,Standard,Monthly,234.66,9.0,1.0
226165.0,54.0,Female,1.0,30.0,5.0,24.0,Premium,Annual,597.61,25.0,1.0
226166.0,39.0,Female,28.0,5.0,1.0,9.0,Standard,Monthly,922.38,17.0,1.0
226167.0,37.0,Female,53.0,4.0,5.0,1.0,Standard,Quarterly,106.8,7.0,1.0
226168.0,31.0,Male,15.0,1.0,8.0,26.0,Premium,Monthly,662.22,30.0,1.0
226169.0,32.0,Female,29.0,29.0,7.0,7.0,Premium,Annual,933.66,21.0,1.0
226171.0,59.0,Male,47.0,18.0,7.0,16.0,Standard,Quarterly,354.26,30.0,1.0
226175.0,32.0,Male,55.0,6.0,5.0,1.0,Premium,Annual,996.7,10.0,1.0
226177.0,32.0,Male,12.0,6.0,10.0,9.0,Basic,Quarterly,122.28,24.0,1.0
226178.0,63.0,Female,41.0,27.0,8.0,10.0,Standard,Monthly,736.22,8.0,1.0
226179.0,46.0,Male,47.0,26.0,1.0,28.0,Basic,Quarterly,171.92,24.0,1.0
226180.0,65.0,Male,31.0,20.0,8.0,16.0,Premium,Monthly,792.45,9.0,1.0
226181.0,43.0,Female,54.0,2.0,5.0,25.0,Standard,Annual,440.35,17.0,1.0
226182.0,45.0,Male,27.0,5.0,4.0,17.0,Basic,Quarterly,170.38,12.0,1.0
226183.0,28.0,Female,9.0,21.0,7.0,20.0,Standard,Quarterly,604.85,19.0,1.0
226184.0,26.0,Female,20.0,17.0,8.0,16.0,Basic,Quarterly,535.04,25.0,1.0
226185.0,51.0,Male,51.0,13.0,3.0,21.0,Premium,Monthly,753.04,18.0,1.0
226186.0,24.0,Male,35.0,8.0,7.0,1.0,Standard,Quarterly,137.75,28.0,1.0
226187.0,20.0,Female,49.0,1.0,5.0,16.0,Basic,Quarterly,446.77,30.0,1.0
226188.0,42.0,Female,31.0,5.0,2.0,24.0,Basic,Monthly,827.04,28.0,1.0
226189.0,32.0,Female,58.0,1.0,7.0,1.0,Basic,Monthly,429.97,1.0,1.0
226190.0,51.0,Male,22.0,10.0,1.0,6.0,Basic,Monthly,688.09,27.0,1.0
226191.0,38.0,Male,20.0,29.0,3.0,12.0,Premium,Monthly,391.81,18.0,1.0
226192.0,31.0,Male,13.0,15.0,7.0,6.0,Premium,Monthly,208.4,22.0,1.0
226193.0,32.0,Female,20.0,20.0,5.0,26.0,Premium,Annual,121.71,22.0,1.0
226194.0,37.0,Female,46.0,9.0,4.0,4.0,Basic,Quarterly,650.3,12.0,1.0
226195.0,34.0,Male,40.0,26.0,8.0,18.0,Standard,Monthly,659.56,22.0,1.0
226196.0,59.0,Female,37.0,30.0,9.0,7.0,Basic,Annual,431.7,1.0,1.0
226197.0,31.0,Female,46.0,25.0,7.0,5.0,Standard,Annual,204.23,6.0,1.0
226199.0,22.0,Female,26.0,11.0,0.0,17.0,Premium,Monthly,314.85,25.0,1.0
226200.0,44.0,Female,57.0,21.0,7.0,27.0,Basic,Monthly,964.43,1.0,1.0
226201.0,48.0,Male,34.0,27.0,8.0,0.0,Premium,Annual,131.37,14.0,1.0
226202.0,60.0,Male,58.0,11.0,6.0,12.0,Standard,Quarterly,421.33,25.0,1.0
226203.0,51.0,Male,5.0,26.0,7.0,9.0,Basic,Monthly,962.37,25.0,1.0
226204.0,51.0,Male,6.0,28.0,8.0,19.0,Standard,Quarterly,192.29,30.0,1.0
226205.0,50.0,Female,44.0,21.0,0.0,10.0,Premium,Monthly,543.28,19.0,1.0
226206.0,47.0,Male,1.0,6.0,6.0,4.0,Premium,Annual,744.27,20.0,1.0
226207.0,37.0,Female,37.0,1.0,9.0,27.0,Premium,Monthly,297.74,27.0,1.0
226208.0,37.0,Male,18.0,25.0,6.0,16.0,Basic,Annual,745.0,7.0,1.0
226209.0,21.0,Male,1.0,4.0,2.0,20.0,Basic,Annual,551.76,19.0,1.0
226210.0,22.0,Female,30.0,2.0,0.0,26.0,Basic,Monthly,962.38,19.0,1.0
226211.0,35.0,Female,39.0,24.0,10.0,9.0,Premium,Quarterly,788.33,28.0,1.0
226212.0,53.0,Male,32.0,24.0,5.0,2.0,Standard,Quarterly,930.98,23.0,1.0
226213.0,64.0,Male,5.0,11.0,3.0,26.0,Basic,Quarterly,110.16,13.0,1.0
226214.0,33.0,Male,46.0,21.0,6.0,3.0,Premium,Quarterly,327.02,11.0,1.0
226215.0,48.0,Male,6.0,23.0,5.0,27.0,Basic,Monthly,578.34,14.0,1.0
226216.0,64.0,Female,41.0,14.0,3.0,9.0,Basic,Annual,258.53,13.0,1.0
226217.0,48.0,Male,21.0,21.0,9.0,24.0,Basic,Annual,480.65,5.0,1.0
226218.0,33.0,Female,26.0,13.0,9.0,10.0,Basic,Monthly,400.95,14.0,1.0
226219.0,65.0,Female,57.0,24.0,1.0,26.0,Basic,Annual,327.82,25.0,1.0
226220.0,24.0,Female,24.0,1.0,7.0,15.0,Premium,Annual,188.31,13.0,1.0
226221.0,40.0,Female,2.0,19.0,3.0,2.0,Basic,Annual,231.76,13.0,1.0
226222.0,50.0,Male,26.0,22.0,4.0,23.0,Basic,Annual,444.36,13.0,1.0
226223.0,23.0,Male,20.0,13.0,3.0,10.0,Premium,Monthly,592.6,11.0,1.0
226224.0,56.0,Female,53.0,25.0,7.0,26.0,Premium,Quarterly,546.41,2.0,1.0
226225.0,24.0,Male,52.0,11.0,8.0,22.0,Standard,Monthly,347.37,8.0,1.0
226226.0,60.0,Male,1.0,12.0,3.0,5.0,Premium,Annual,721.99,19.0,1.0
226227.0,63.0,Male,47.0,22.0,5.0,13.0,Standard,Monthly,391.89,10.0,1.0
226229.0,61.0,Female,54.0,25.0,2.0,12.0,Standard,Annual,498.38,20.0,1.0
226230.0,59.0,Female,20.0,27.0,10.0,22.0,Premium,Annual,410.1,20.0,1.0
226231.0,51.0,Female,40.0,1.0,2.0,15.0,Premium,Annual,769.45,23.0,1.0
226232.0,22.0,Male,58.0,15.0,5.0,4.0,Premium,Annual,668.83,19.0,1.0
226233.0,42.0,Female,3.0,11.0,9.0,18.0,Basic,Annual,907.62,29.0,1.0
226234.0,43.0,Male,45.0,6.0,9.0,2.0,Premium,Monthly,254.75,27.0,1.0
226235.0,36.0,Female,17.0,2.0,3.0,6.0,Premium,Quarterly,954.27,14.0,1.0
226236.0,43.0,Male,49.0,3.0,1.0,0.0,Premium,Monthly,548.38,10.0,1.0
226237.0,32.0,Female,36.0,29.0,1.0,25.0,Standard,Annual,534.77,28.0,1.0
226238.0,50.0,Male,19.0,8.0,2.0,8.0,Basic,Annual,935.16,11.0,1.0
226239.0,32.0,Female,7.0,17.0,6.0,11.0,Basic,Quarterly,922.19,2.0,1.0
226241.0,26.0,Male,44.0,12.0,1.0,11.0,Basic,Annual,169.7,2.0,1.0
226242.0,46.0,Male,9.0,8.0,9.0,28.0,Standard,Annual,855.04,26.0,1.0
226243.0,39.0,Female,25.0,5.0,10.0,0.0,Basic,Monthly,540.53,5.0,1.0
226244.0,50.0,Female,13.0,29.0,7.0,11.0,Standard,Monthly,317.29,19.0,1.0
226245.0,60.0,Female,28.0,12.0,1.0,13.0,Premium,Monthly,416.5,5.0,1.0
226246.0,65.0,Male,56.0,3.0,2.0,19.0,Premium,Quarterly,772.93,25.0,1.0
226247.0,62.0,Female,60.0,11.0,4.0,21.0,Standard,Annual,202.54,4.0,1.0
226248.0,55.0,Male,52.0,8.0,6.0,9.0,Basic,Monthly,140.34,15.0,1.0
226249.0,50.0,Male,22.0,14.0,9.0,20.0,Basic,Annual,583.41,3.0,1.0
226250.0,45.0,Female,43.0,11.0,7.0,5.0,Basic,Quarterly,356.88,14.0,1.0
226251.0,45.0,Female,22.0,18.0,2.0,21.0,Premium,Monthly,550.37,6.0,1.0
226252.0,41.0,Female,7.0,7.0,0.0,21.0,Basic,Quarterly,323.38,18.0,1.0
226253.0,49.0,Female,8.0,20.0,1.0,2.0,Basic,Quarterly,857.98,23.0,1.0
226254.0,56.0,Female,43.0,6.0,8.0,12.0,Basic,Quarterly,771.71,23.0,1.0
226255.0,18.0,Male,4.0,21.0,10.0,12.0,Premium,Monthly,219.02,26.0,1.0
226256.0,63.0,Male,52.0,17.0,2.0,9.0,Standard,Monthly,895.06,2.0,1.0
226257.0,27.0,Male,17.0,19.0,9.0,11.0,Basic,Annual,303.14,25.0,1.0
226258.0,60.0,Male,30.0,7.0,6.0,9.0,Basic,Monthly,418.12,20.0,1.0
226259.0,34.0,Male,52.0,16.0,2.0,25.0,Basic,Quarterly,437.69,19.0,1.0
226260.0,53.0,Female,22.0,25.0,9.0,4.0,Premium,Monthly,135.6,23.0,1.0
226261.0,28.0,Female,25.0,22.0,0.0,29.0,Premium,Quarterly,189.73,8.0,1.0
226262.0,64.0,Male,14.0,12.0,7.0,28.0,Standard,Annual,996.35,3.0,1.0
226263.0,31.0,Female,19.0,24.0,6.0,26.0,Standard,Annual,505.98,13.0,1.0
226264.0,56.0,Male,16.0,19.0,0.0,3.0,Premium,Quarterly,176.16,25.0,1.0
226265.0,32.0,Female,58.0,20.0,1.0,24.0,Premium,Annual,667.16,26.0,1.0
226266.0,50.0,Male,51.0,1.0,10.0,28.0,Basic,Quarterly,309.14,16.0,1.0
226267.0,41.0,Male,43.0,1.0,1.0,9.0,Basic,Monthly,301.25,15.0,1.0
226268.0,54.0,Male,60.0,14.0,2.0,11.0,Basic,Monthly,157.8,23.0,1.0
226269.0,42.0,Male,6.0,29.0,3.0,5.0,Standard,Monthly,354.19,24.0,1.0
226270.0,29.0,Male,33.0,29.0,6.0,10.0,Premium,Annual,618.29,16.0,1.0
226271.0,36.0,Female,29.0,3.0,2.0,23.0,Basic,Monthly,880.95,15.0,1.0
226272.0,22.0,Female,27.0,8.0,7.0,19.0,Premium,Monthly,539.59,4.0,1.0
226273.0,55.0,Female,7.0,18.0,0.0,14.0,Standard,Annual,918.47,23.0,1.0
226274.0,40.0,Female,9.0,22.0,7.0,11.0,Basic,Quarterly,893.69,11.0,1.0
226275.0,60.0,Female,47.0,26.0,7.0,18.0,Premium,Quarterly,718.93,28.0,1.0
226276.0,26.0,Male,43.0,16.0,6.0,15.0,Standard,Monthly,831.17,21.0,1.0
226277.0,65.0,Male,11.0,5.0,5.0,12.0,Basic,Monthly,402.74,7.0,1.0
226278.0,20.0,Female,29.0,18.0,3.0,27.0,Standard,Quarterly,293.76,9.0,1.0
226279.0,62.0,Female,37.0,30.0,2.0,1.0,Standard,Annual,371.58,21.0,1.0
226281.0,58.0,Female,4.0,26.0,0.0,9.0,Premium,Quarterly,687.62,13.0,1.0
226282.0,48.0,Male,58.0,10.0,2.0,8.0,Premium,Quarterly,464.43,13.0,1.0
226283.0,29.0,Female,1.0,12.0,5.0,23.0,Premium,Monthly,237.95,28.0,1.0
226284.0,51.0,Male,30.0,24.0,9.0,30.0,Standard,Annual,217.74,30.0,1.0
226285.0,24.0,Male,29.0,23.0,7.0,18.0,Basic,Quarterly,292.62,1.0,1.0
226286.0,61.0,Male,6.0,9.0,8.0,16.0,Standard,Monthly,652.41,22.0,1.0
226287.0,21.0,Female,10.0,14.0,5.0,4.0,Premium,Monthly,497.72,20.0,1.0
226288.0,46.0,Male,3.0,23.0,9.0,12.0,Standard,Annual,523.07,28.0,1.0
