CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
271615.0,50.0,Male,20.0,17.0,3.0,3.0,Standard,Annual,526.46,13.0,0.0
271616.0,25.0,Female,52.0,7.0,2.0,2.0,Standard,Quarterly,524.22,3.0,0.0
271617.0,35.0,Female,55.0,20.0,3.0,14.0,Basic,Quarterly,510.42,6.0,0.0
271618.0,32.0,Female,15.0,30.0,2.0,15.0,Basic,Quarterly,954.17,14.0,0.0
271619.0,48.0,Male,32.0,29.0,2.0,17.0,Premium,Annual,553.73,20.0,0.0
271620.0,37.0,Female,45.0,18.0,1.0,5.0,Standard,Quarterly,954.94,1.0,0.0
271621.0,36.0,Female,51.0,2.0,0.0,7.0,Standard,Quarterly,632.3,3.0,0.0
271622.0,45.0,Male,32.0,3.0,3.0,13.0,Basic,Quarterly,883.72,30.0,0.0
271623.0,49.0,Female,27.0,10.0,2.0,8.0,Basic,Quarterly,993.56,5.0,0.0
271624.0,47.0,Male,52.0,30.0,4.0,20.0,Premium,Quarterly,850.01,9.0,0.0
271625.0,29.0,Female,36.0,1.0,2.0,13.0,Standard,Quarterly,879.84,3.0,0.0
271626.0,41.0,Male,38.0,16.0,3.0,4.0,Standard,Annual,657.32,29.0,0.0
271627.0,40.0,Male,8.0,15.0,4.0,18.0,Premium,Quarterly,892.96,10.0,0.0
271628.0,47.0,Male,15.0,11.0,1.0,16.0,Basic,Annual,913.76,6.0,0.0
271629.0,45.0,Female,42.0,7.0,0.0,2.0,Standard,Quarterly,583.91,6.0,0.0
271630.0,25.0,Male,7.0,14.0,0.0,3.0,Premium,Annual,507.81,20.0,0.0
271631.0,43.0,Male,56.0,6.0,1.0,14.0,Premium,Annual,931.06,27.0,0.0
271632.0,22.0,Male,39.0,7.0,1.0,6.0,Basic,Quarterly,837.3,15.0,0.0
271633.0,18.0,Female,21.0,13.0,0.0,9.0,Basic,Quarterly,824.0,2.0,0.0
271634.0,49.0,Female,13.0,17.0,4.0,16.0,Premium,Annual,645.85,12.0,0.0
271635.0,46.0,Female,5.0,30.0,0.0,13.0,Premium,Annual,860.38,3.0,0.0
271636.0,23.0,Female,42.0,26.0,1.0,11.0,Standard,Quarterly,898.99,3.0,0.0
271637.0,39.0,Female,29.0,10.0,1.0,1.0,Basic,Annual,813.08,14.0,0.0
271638.0,43.0,Female,32.0,27.0,0.0,20.0,Standard,Annual,947.08,8.0,0.0
271639.0,30.0,Male,4.0,23.0,2.0,6.0,Premium,Quarterly,543.81,23.0,0.0
271640.0,46.0,Male,4.0,15.0,4.0,0.0,Standard,Quarterly,971.27,27.0,0.0
271641.0,43.0,Male,60.0,22.0,2.0,0.0,Standard,Quarterly,919.14,23.0,0.0
271642.0,21.0,Male,2.0,30.0,0.0,5.0,Premium,Quarterly,696.05,12.0,0.0
271643.0,50.0,Female,36.0,10.0,3.0,3.0,Premium,Quarterly,538.06,5.0,0.0
271644.0,32.0,Male,54.0,19.0,1.0,6.0,Premium,Annual,913.02,9.0,0.0
271645.0,35.0,Male,56.0,23.0,1.0,8.0,Premium,Quarterly,677.74,15.0,0.0
271646.0,29.0,Male,44.0,10.0,0.0,2.0,Standard,Annual,692.93,7.0,0.0
271647.0,20.0,Male,6.0,1.0,1.0,1.0,Premium,Annual,841.8,18.0,0.0
271648.0,39.0,Female,29.0,15.0,2.0,20.0,Standard,Quarterly,986.2,11.0,0.0
271649.0,47.0,Female,19.0,26.0,3.0,0.0,Premium,Annual,977.17,9.0,0.0
271650.0,37.0,Male,43.0,14.0,2.0,8.0,Premium,Quarterly,586.43,8.0,0.0
271651.0,35.0,Female,1.0,2.0,0.0,11.0,Standard,Annual,615.86,4.0,0.0
271652.0,49.0,Female,23.0,28.0,3.0,5.0,Basic,Quarterly,936.32,14.0,0.0
271653.0,43.0,Male,45.0,1.0,2.0,16.0,Basic,Annual,645.21,10.0,0.0
271654.0,21.0,Male,6.0,7.0,0.0,20.0,Standard,Annual,660.61,16.0,0.0
271655.0,29.0,Female,43.0,28.0,0.0,19.0,Premium,Annual,925.22,14.0,0.0
271656.0,34.0,Male,43.0,14.0,1.0,3.0,Standard,Quarterly,776.29,1.0,0.0
271657.0,39.0,Female,1.0,9.0,0.0,1.0,Premium,Annual,763.4,3.0,0.0
271658.0,32.0,Female,41.0,28.0,1.0,8.0,Basic,Quarterly,861.29,5.0,0.0
271659.0,18.0,Male,42.0,17.0,0.0,13.0,Basic,Annual,645.11,1.0,0.0
271660.0,25.0,Male,9.0,15.0,0.0,9.0,Standard,Quarterly,669.56,15.0,0.0
