Age,Churn,Contract Length_Monthly,Contract Length_Quarterly,CustomerID,Gender_Male,Last Interaction,Payment Delay,Subscription Type_Premium,Subscription Type_Standard,Support Calls,Tenure,Total Spend,Usage Frequency
40,1.0,0,0,226127,1,27,19.0,0,0,9,52,547.27,27.0
27,1.0,1,0,226128,1,17,16.0,0,0,5,48,135.89,9.0
18,1.0,1,0,226130,1,4,6.0,1,0,4,11,278.84,12.0
32,1.0,0,1,226131,0,19,27.0,0,1,1,24,284.61,23.0
65,1.0,0,0,226132,1,12,16.0,1,0,1,52,568.7,22.0
21,1.0,0,1,226133,1,5,28.0,0,0,3,15,921.28,26.0
54,1.0,1,0,226134,1,29,20.0,0,0,0,4,898.69,7.0
54,1.0,1,0,226136,0,7,17.0,0,1,0,11,327.41,28.0
36,1.0,1,0,226137,1,16,13.0,0,0,5,18,900.48,29.0
27,1.0,0,0,226138,0,2,4.0,0,0,9,58,932.91,15.0
45,1.0,1,0,226139,1,1,26.0,0,0,7,35,446.94,25.0
31,1.0,0,1,226140,1,28,14.0,1,0,9,7,122.7,16.0
56,1.0,1,0,226142,1,23,12.0,0,0,9,42,938.29,25.0
54,1.0,0,0,226143,1,11,2.0,0,0,3,13,952.83,23.0
26,1.0,0,0,226144,0,18,12.0,0,1,7,3,383.9,6.0
29,1.0,0,0,226145,0,28,6.0,0,0,5,30,701.75,13.0
18,1.0,1,0,226146,0,15,19.0,1,0,6,32,625.12,22.0
41,1.0,1,0,226147,0,27,27.0,1,0,3,40,876.38,23.0
56,1.0,0,0,226148,0,25,20.0,0,1,5,30,185.77,21.0
62,1.0,1,0,226149,0,26,10.0,0,0,2,55,168.0,4.0
46,1.0,0,0,226150,1,30,30.0,0,1,6,46,215.8,1.0
51,1.0,0,0,226151,0,23,0.0,1,0,10,56,604.07,18.0
49,1.0,1,0,226152,1,23,11.0,1,0,8,50,570.18,7.0
36,1.0,0,1,226153,1,18,7.0,0,1,8,26,526.85,10.0
65,1.0,0,1,226154,0,16,10.0,0,0,4,32,431.64,17.0
32,1.0,0,1,226155,0,30,7.0,0,0,9,46,665.14,19.0
39,1.0,0,0,226156,0,20,24.0,0,1,10,31,191.47,26.0
40,1.0,1,0,226157,0,6,5.0,1,0,6,47,588.43,11.0
51,1.0,0,0,226158,0,12,20.0,1,0,5,22,651.77,4.0
50,1.0,0,0,226159,0,29,11.0,1,0,6,46,308.63,28.0
29,1.0,0,0,226160,1,29,6.0,1,0,6,14,721.47,30.0
